order_id,order_item_id,product_id,item_created_at,item_status,sale_price,cost,category,department,brand,product_name,order_status,order_created_at,shipped_at,delivered_at,user_id,gender,country,state,city
67758,98668,6286,2023-01-12 05:16:27.000000 UTC,Processing,48.0,25.248000025749207,Shorts,Women,Dockers,Dockers Women's Plus-Size Utility Promo Short,Processing,2023-01-12 08:58:11.000000 UTC,,,53911,F,France,Île-de-France,Paris
106072,154363,7861,2023-01-13 13:10:53.000000 UTC,Returned,11.659999847412108,3.9643999898195266,Blazers & Jackets,Women,Allegra K,Allegra K Women Striped Long Sleeve Cropped Autumn Coat Black White XS,Returned,2023-01-13 13:12:37.000000 UTC,2023-01-15 06:03:37.000000 UTC,2023-01-17 22:43:37.000000 UTC,84632,F,France,Île-de-France,Montesson
76421,111264,10445,2023-01-13 19:09:23.000000 UTC,Shipped,13.649999618530272,6.8795997912637885,Intimates,Women,Hanes,HANES Contoured Shaping Wire Free Bra - G281,Shipped,2023-01-13 22:28:46.000000 UTC,2023-01-15 03:01:46.000000 UTC,,60833,F,France,Pays de la Loire,Avrillé
105585,153678,10591,2023-01-14 07:05:57.000000 UTC,Cancelled,35.0,17.604999952018261,Intimates,Women,Barely There,Barely There Women's Concealers Underwire Bra #4580,Cancelled,2023-01-14 09:26:20.000000 UTC,,,84257,F,France,Île-de-France,Montreuil
67758,98669,5276,2023-01-14 07:51:06.000000 UTC,Processing,44.0,25.343999974429607,Pants & Capris,Women,Ulla Popken,Ulla Popken Plus Size Stretch Knit Drawstring Pocket Pants,Processing,2023-01-12 08:58:11.000000 UTC,,,53911,F,France,Île-de-France,Paris
19974,29082,6889,2023-01-14 20:27:35.000000 UTC,Shipped,54.950000762939446,26.376000390775506,Shorts,Women,Oakley,Oakley Walk Shorts Black Womens,Shipped,2023-01-14 22:21:55.000000 UTC,2023-01-16 23:22:55.000000 UTC,,15933,F,France,Grand Est,Freyming-Merlebach
122759,178484,629,2023-01-15 02:48:50.000000 UTC,Shipped,25.950000762939453,14.8434004043065,Tops & Tees,Women,Carhartt,Carhartt WK137 Women's Elbow Sleeve Solid T-Shirt,Shipped,2023-01-15 03:37:27.000000 UTC,2023-01-17 05:45:27.000000 UTC,,98046,F,France,Provence-Alpes-Côte d'Azur,Marseille
61880,90028,8789,2023-01-15 07:37:39.000000 UTC,Shipped,42.900001525878906,20.634900680249928,Outerwear & Coats,Women,FineBrandShop,Royal Blue Ladies Packable Nylon Down Hooded Jacket (carry pouch incl),Shipped,2023-01-12 09:29:21.000000 UTC,2023-01-14 11:42:21.000000 UTC,,49235,F,France,Provence-Alpes-Côte d'Azur,La Tour-d'Aigues
61880,90027,5070,2023-01-15 09:14:43.000000 UTC,Shipped,135.0,68.0400000885129,Jeans,Women,Affliction,Affliction-Women Bootcut Jeans Jade Reworx Lost Flap Stretch In Bella wash,Shipped,2023-01-12 09:29:21.000000 UTC,2023-01-14 11:42:21.000000 UTC,,49235,F,France,Provence-Alpes-Côte d'Azur,La Tour-d'Aigues
61880,90029,6075,2023-01-15 09:34:46.000000 UTC,Shipped,8.9499998092651367,5.7190498986586924,Leggings,Women,Finaday,Women's 1/2 Solid Leggings in One Regular Size (8 Different Colors) (Black),Shipped,2023-01-12 09:29:21.000000 UTC,2023-01-14 11:42:21.000000 UTC,,49235,F,France,Provence-Alpes-Côte d'Azur,La Tour-d'Aigues
78136,113769,1931,2023-01-15 20:14:47.000000 UTC,Complete,59.5,28.679000046104196,Fashion Hoodies & Sweatshirts,Women,Hurley,Hurley Juniors Cancun Fleece Pullover,Complete,2023-01-15 20:54:52.000000 UTC,2023-01-16 15:47:52.000000 UTC,2023-01-17 03:32:52.000000 UTC,62179,F,France,Île-de-France,Champigny-sur-Marne
47251,68823,10772,2023-01-16 04:26:26.000000 UTC,Shipped,26.0,12.58399998024106,Intimates,Women,Olga,Olga Women's Secret Hug Nylon Scoop Brief #873,Shipped,2023-01-16 04:38:52.000000 UTC,2023-01-17 19:33:52.000000 UTC,,37564,F,France,Île-de-France,Viry-Châtillon
122333,177869,13087,2023-01-16 14:22:25.000000 UTC,Complete,11.989999771118164,5.2036599272863562,Swim,Women,Capelli New York,Capelli New York Ladies Solid Slub Knit Racerback Cover Up With Cascade Hem,Complete,2023-01-16 17:01:38.000000 UTC,2023-01-16 23:29:38.000000 UTC,2023-01-20 02:10:38.000000 UTC,97691,F,France,Nouvelle-Aquitaine,Aiffres
70041,102017,14595,2023-01-17 02:19:04.000000 UTC,Processing,42.0,20.202000103890896,Maternity,Women,LLLI,LLLI Chemise with Layer V-Neck #4370,Processing,2023-01-17 05:18:55.000000 UTC,,,55738,F,France,Bretagne,Saint-Avé
109042,158698,4993,2023-01-19 20:01:14.000000 UTC,Processing,49.9900016784668,26.394720836321561,Jeans,Women,Wrangler,Wrangler Womens Western Low Rise Jean,Processing,2023-01-18 22:29:15.000000 UTC,,,87007,F,France,Provence-Alpes-Côte d'Azur,Solliès-Toucas
109042,158699,1755,2023-01-19 20:39:22.000000 UTC,Processing,88.0,38.192000195384026,Fashion Hoodies & Sweatshirts,Women,Allen Allen,allen allen Women's Pullover Hoodie,Processing,2023-01-18 22:29:15.000000 UTC,,,87007,F,France,Provence-Alpes-Côte d'Azur,Solliès-Toucas
99600,145030,979,2023-01-20 01:04:08.000000 UTC,Processing,36.9900016784668,17.311320729300675,Sweaters,Women,Alfred Dunner,Alfred Dunner Classics Button Down Cardigan Sweater,Processing,2023-01-20 04:03:39.000000 UTC,,,79531,F,France,Provence-Alpes-Côte d'Azur,Marseille
96257,140189,5967,2023-01-20 05:37:21.000000 UTC,Cancelled,30.0,19.409999996423721,Leggings,Women,eloquii,eloquii Ponte Legging,Cancelled,2023-01-20 07:10:57.000000 UTC,,,76786,F,France,Auvergne-Rhône-Alpes,Brié-et-Angonnes
4214,6140,1439,2023-01-20 06:57:01.000000 UTC,Processing,55.900001525878906,24.875500643614679,Sweaters,Women,Chaus,Chaus Women's Open Front Chevron Sweater,Processing,2023-01-20 08:50:52.000000 UTC,,,3405,F,France,Auvergne-Rhône-Alpes,Archamps
110037,160147,1024,2023-01-20 16:46:45.000000 UTC,Complete,150.0,70.05000002682209,Sweaters,Women,Design History,Design History Women's Allover Sequins Hi Lo Sweater,Complete,2023-01-20 20:33:20.000000 UTC,2023-01-23 07:22:20.000000 UTC,2023-01-25 13:03:20.000000 UTC,87863,F,France,Auvergne-Rhône-Alpes,Perreux
88939,129456,9756,2023-01-23 01:39:20.000000 UTC,Cancelled,45.0,28.665000088512897,Sleep & Lounge,Women,Hot Chillys,Hot Chillys Women's MTF 4000 Jewel Neck Top,Cancelled,2023-01-23 02:13:35.000000 UTC,,,70824,F,France,Occitanie,Montesquieu-Lauragais
110037,160146,13485,2023-01-24 18:07:42.000000 UTC,Complete,29.989999771118164,13.315559958259165,Swim,Women,Marina West,2 PC. Ladies Navy Stripe Ruffled Bikini Swimsuit,Complete,2023-01-20 20:33:20.000000 UTC,2023-01-23 07:22:20.000000 UTC,2023-01-25 13:03:20.000000 UTC,87863,F,France,Auvergne-Rhône-Alpes,Perreux
78202,113865,7135,2023-01-25 12:17:48.000000 UTC,Shipped,36.0,12.887999966740608,Skirts,Women,American Apparel,American Apparel Interlock Pencil Skirt,Shipped,2023-01-25 12:57:13.000000 UTC,2023-01-28 08:50:13.000000 UTC,,62228,F,France,Grand Est,Thionville
7476,10881,6394,2023-01-26 20:27:06.000000 UTC,Shipped,12.989999771118164,6.196229890242666,Shorts,Women,Wallflower,Wallflower Tie Die Shorts with Frayed Hem,Shipped,2023-01-25 21:51:37.000000 UTC,2023-01-26 23:20:37.000000 UTC,,5968,F,France,Bretagne,Plougastel-Daoulas
96231,140143,13917,2023-01-27 10:04:00.000000 UTC,Cancelled,124.5,47.30999987013638,Accessories,Women,Oakley,Oakley Women's Caveat Aviator Sunglasses,Cancelled,2023-01-26 11:27:50.000000 UTC,,,76763,F,France,Hauts-de-France,Calais
78202,113867,4872,2023-01-27 12:50:58.000000 UTC,Shipped,39.9900016784668,20.4748807890591,Jeans,Women,Woman Within,Woman Within Plus Size Tall jean stretch denim straight leg 5-pocket styling,Shipped,2023-01-25 12:57:13.000000 UTC,2023-01-28 08:50:13.000000 UTC,,62228,F,France,Grand Est,Thionville
78202,113866,1818,2023-01-28 11:07:07.000000 UTC,Shipped,42.0,18.101999994367361,Fashion Hoodies & Sweatshirts,Women,American Apparel,American Apparel Unisex Fine Jersey Zip Hoodie,Shipped,2023-01-25 12:57:13.000000 UTC,2023-01-28 08:50:13.000000 UTC,,62228,F,France,Grand Est,Thionville
51294,74702,13359,2023-01-28 11:44:34.000000 UTC,Processing,110.0,47.960000280290842,Swim,Women,Reebok,Reebok Women's Side Crunch Tank,Processing,2023-01-28 14:50:55.000000 UTC,,,40729,F,France,Nouvelle-Aquitaine,Villeneuve-sur-Lot
62884,91491,11731,2023-01-28 23:21:37.000000 UTC,Shipped,28.0,14.699999984353781,Intimates,Women,Arianne,Arianne Pikabu Unlined Mini Lace Cami (5316),Shipped,2023-01-28 23:47:52.000000 UTC,2023-01-31 09:24:52.000000 UTC,,50045,F,France,Auvergne-Rhône-Alpes,Montanay
7476,10880,12207,2023-01-29 21:26:39.000000 UTC,Shipped,19.989999771118164,11.014489854822161,Intimates,Women,Intimates,3 Piece Set: Polka Dot Push Up Bra Thong and Brief Underwear Set,Shipped,2023-01-25 21:51:37.000000 UTC,2023-01-26 23:20:37.000000 UTC,,5968,F,France,Bretagne,Plougastel-Daoulas
48375,70460,15582,2023-01-30 03:36:02.000000 UTC,Cancelled,33.0,16.137000001966953,Plus,Women,Playtex,Playtex Women's Secrets Perfect Flex Full Coverage Wire Free,Cancelled,2023-01-30 04:24:31.000000 UTC,,,38482,F,France,Normandie,Brix
109501,159353,1784,2023-01-30 09:12:26.000000 UTC,Cancelled,49.950000762939446,24.775200438707323,Fashion Hoodies & Sweatshirts,Women,stonepowerss,Double Angel Wing Crystal Rhinestone Hoodie,Cancelled,2023-01-29 09:46:49.000000 UTC,,,87412,F,France,Occitanie,Perpignan
96231,140142,8565,2023-01-30 10:46:03.000000 UTC,Cancelled,132.5,62.274999842047691,Outerwear & Coats,Women,Nicole Miller,Nicole Miller Women's Fit and Flare Coat,Cancelled,2023-01-26 11:27:50.000000 UTC,,,76763,F,France,Hauts-de-France,Calais
109501,159354,3030,2023-02-01 06:54:37.000000 UTC,Cancelled,25.0,10.52500004589092,Active,Women,adidas,ADIDAS ADI TREFOIL TEE MENS X41273,Cancelled,2023-01-29 09:46:49.000000 UTC,,,87412,F,France,Occitanie,Perpignan
109501,159352,2230,2023-02-01 07:22:44.000000 UTC,Cancelled,76.959999084472656,33.86239970037937,Fashion Hoodies & Sweatshirts,Women,Lucky Brand,Lucky Brand Jeans Women's Rose Print Full Zip Up Hoodie Black 7WD7339-LBK,Cancelled,2023-01-29 09:46:49.000000 UTC,,,87412,F,France,Occitanie,Perpignan
113833,165636,5200,2023-02-01 22:12:56.000000 UTC,Processing,49.9900016784668,26.494700856066491,Pants & Capris,Women,Vobaga,Vobaga Women Fashion Slim Fit PU Leather Pencil Pants Trousers,Processing,2023-02-02 01:54:58.000000 UTC,,,90910,F,France,Auvergne-Rhône-Alpes,Trept
43325,63099,7343,2023-02-03 13:26:05.000000 UTC,Processing,45.630001068115234,17.61318032458022,Skirts,Women,Only Hearts,Only Hearts Women's Satin Stripe Skirt,Processing,2023-02-03 15:38:47.000000 UTC,,,34498,F,France,Grand Est,Châlons-en-Champagne
108282,157581,8203,2023-02-04 00:44:50.000000 UTC,Processing,199.92999267578125,128.754915533455,Suits,Women,Kasper,Kasper Marthas Vineyard 3 Piece Pant Suit,Processing,2023-02-04 03:43:06.000000 UTC,,,86398,F,France,Auvergne-Rhône-Alpes,Livet-et-Gavet
20774,30228,12912,2023-02-04 08:48:01.000000 UTC,Shipped,88.0,35.816000133752823,Swim,Women,JAG,JAG Women's Jag Draw The Line Tank One Piece Swimsuit,Shipped,2023-02-04 10:37:34.000000 UTC,2023-02-07 04:08:34.000000 UTC,,16556,F,France,Nouvelle-Aquitaine,Gradignan
108282,157578,3193,2023-02-05 00:03:53.000000 UTC,Processing,46.9900016784668,22.60219074852526,Dresses,Women,Lindy Bop,Lindy Bop Vintage 50S Audrey Hepburn Style Swing Party Rockabilly Evening Dress,Processing,2023-02-04 03:43:06.000000 UTC,,,86398,F,France,Auvergne-Rhône-Alpes,Livet-et-Gavet
108282,157579,5414,2023-02-05 01:00:54.000000 UTC,Processing,49.9900016784668,26.54469086011936,Pants & Capris,Women,Sutton Studio,Sutton Studio Women's Bootcut Velvet Jeans Misses,Processing,2023-02-04 03:43:06.000000 UTC,,,86398,F,France,Auvergne-Rhône-Alpes,Livet-et-Gavet
108282,157580,9544,2023-02-05 03:05:34.000000 UTC,Processing,47.200000762939446,27.423200542438032,Sleep & Lounge,Women,Nautica,Nautica Sleepwear Women's Giftable Pajama Sleep Set,Processing,2023-02-04 03:43:06.000000 UTC,,,86398,F,France,Auvergne-Rhône-Alpes,Livet-et-Gavet
47257,68833,10573,2023-02-05 16:41:25.000000 UTC,Processing,50.0,29.00000000372529,Intimates,Women,Moving Comfort,Moving Comfort Women's Rebound Racer Bra,Processing,2023-02-05 16:55:35.000000 UTC,,,37569,F,France,Grand Est,Obernai
113833,165637,3970,2023-02-05 23:24:53.000000 UTC,Processing,34.900001525878906,17.205700777220727,Dresses,Women,Anna-Kaci,Anna-Kaci S/M Fit Black Purple Multi-Tiered Layered Fringe Metallic Detail Dress,Processing,2023-02-02 01:54:58.000000 UTC,,,90910,F,France,Auvergne-Rhône-Alpes,Trept
104284,151758,12621,2023-02-07 14:12:19.000000 UTC,Shipped,50.0,24.700000043958426,Intimates,Women,Amoena,Amoena Leisureform,Shipped,2023-02-07 16:43:56.000000 UTC,2023-02-10 16:39:56.000000 UTC,,83261,F,France,Bretagne,Hanvec
73859,107542,12100,2023-02-09 04:40:26.000000 UTC,Processing,22.989999771118164,12.552539877085984,Intimates,Women,iCollection Lingerie,Lace Overlay Pinstripe And Mesh Babydoll,Processing,2023-02-08 07:12:14.000000 UTC,,,58809,F,France,Île-de-France,Sannois
110159,160331,13486,2023-02-09 09:49:41.000000 UTC,Complete,68.0,26.724000073969364,Swim,Women,Seafolly,Seafolly Women's Seaview Ruched Side Pant,Complete,2023-02-09 10:55:53.000000 UTC,2023-02-10 23:55:53.000000 UTC,2023-02-14 22:06:53.000000 UTC,87966,F,France,Île-de-France,Paris
3963,5779,135,2023-02-09 23:05:24.000000 UTC,Shipped,32.9900016784668,18.507390898943772,Tops & Tees,Women,eVogues Apparel,Plus size Floral Lace Sleeve Top Black,Shipped,2023-02-10 02:14:53.000000 UTC,2023-02-12 09:51:53.000000 UTC,,3200,F,France,Auvergne-Rhône-Alpes,Cusy
2995,4337,7816,2023-02-10 13:06:32.000000 UTC,Shipped,343.0,138.57200099155307,Blazers & Jackets,Women,Yoana Baraschi,Yoana Baraschi Women's Boyfriend Blazer,Shipped,2023-02-10 14:20:27.000000 UTC,2023-02-12 02:18:27.000000 UTC,,2404,F,France,Île-de-France,Paris
73859,107543,7849,2023-02-11 03:44:08.000000 UTC,Processing,15.029999732971191,6.23744993173629,Blazers & Jackets,Women,Allegra K,Allegra K Women Single Breasted Solid Color Hip Length Pockets Fall Blazer Green S,Processing,2023-02-08 07:12:14.000000 UTC,,,58809,F,France,Île-de-France,Sannois
14118,20533,8393,2023-02-11 09:05:54.000000 UTC,Processing,129.99000549316406,52.125992272490862,Outerwear & Coats,Women,Carhartt,Carhartt 100151 Women's Camden Solid Wool Parka,Processing,2023-02-11 09:16:40.000000 UTC,,,11276,F,France,Hauts-de-France,Saint-Josse
110532,160907,12233,2023-02-11 10:11:14.000000 UTC,Processing,34.0,19.515999969094992,Intimates,Women,Frederick's of Hollywood,Frederick's of Hollywood Modal & Lace Cami Set Womens,Processing,2023-02-10 13:17:38.000000 UTC,,,88263,F,France,Hauts-de-France,Dunkerque
110532,160908,7361,2023-02-11 10:32:36.000000 UTC,Processing,32.950000762939453,12.652800218828766,Skirts,Women,2b by bebe,2B Rugby Stripe Sweater Skirt,Processing,2023-02-10 13:17:38.000000 UTC,,,88263,F,France,Hauts-de-France,Dunkerque
79917,116364,3440,2023-02-11 14:07:01.000000 UTC,Shipped,10.149999618530272,4.8313998163029552,Dresses,Women,Allegra K,Allegra K Ladies Dotted Double V Neck Banded Dress Pink White M,Shipped,2023-02-11 14:57:35.000000 UTC,2023-02-13 15:50:35.000000 UTC,,63506,F,France,Bretagne,Lorient
122399,177965,4448,2023-02-11 14:56:35.000000 UTC,Processing,29.989999771118164,16.524489845285416,Jeans,Women,U.S. Polo Assn.,US Polo Assn. Juniors Heidi Skinny Jean,Processing,2023-02-11 17:59:17.000000 UTC,,,97747,F,France,Occitanie,Grisolles
87603,127494,14748,2023-02-12 05:50:20.000000 UTC,Complete,57.0,25.251000077929348,Maternity,Women,Fit2BMom,Fit2BMom Women's Maternity Balance Tank Shirt,Complete,2023-02-12 06:27:35.000000 UTC,2023-02-13 13:57:35.000000 UTC,2023-02-17 08:50:35.000000 UTC,69751,F,France,Nouvelle-Aquitaine,Limoges
14118,20532,116,2023-02-13 05:32:29.000000 UTC,Processing,24.5,13.303499944508076,Tops & Tees,Women,NOLLIE,Nollie Womens Winterlite Crew Print Shirt,Processing,2023-02-11 09:16:40.000000 UTC,,,11276,F,France,Hauts-de-France,Saint-Josse
14118,20534,13606,2023-02-13 06:38:06.000000 UTC,Processing,2.5,1.1074999999254942,Accessories,Women,Scarf_tradinginc,Elegant PASHMINA SCARF WRAP SHAWL STOLE,Processing,2023-02-11 09:16:40.000000 UTC,,,11276,F,France,Hauts-de-France,Saint-Josse
76924,112018,9663,2023-02-14 03:42:55.000000 UTC,Shipped,52.950000762939446,33.676200482073426,Sleep & Lounge,Women,SleepytimePjs,Red Snowflakes Knit Family Matching Loungesets by SleepytimePjs,Shipped,2023-02-14 05:03:42.000000 UTC,2023-02-16 23:48:42.000000 UTC,,61249,F,France,Nouvelle-Aquitaine,Pau
110532,160906,14752,2023-02-14 13:16:15.000000 UTC,Processing,34.950000762939453,15.482850385765174,Maternity,Women,likemary,Cotton Maxi Harem Pants Romper Jumpsuit,Processing,2023-02-10 13:17:38.000000 UTC,,,88263,F,France,Hauts-de-France,Dunkerque
53315,77614,849,2023-02-15 15:35:29.000000 UTC,Complete,43.9900016784668,19.575550719058885,Sweaters,Women,Patty,Patty Women Smart V-Neck Ribbed Knit Long Sleeve Jumper Tunic Top,Complete,2023-02-15 18:17:46.000000 UTC,2023-02-16 20:41:46.000000 UTC,2023-02-19 03:54:46.000000 UTC,42357,F,France,Nouvelle-Aquitaine,Saint-Christophe-de-Double
38348,55820,12289,2023-02-16 19:14:49.000000 UTC,Complete,24.989999771118164,12.669929866082668,Intimates,Women,I-Pink,Lingerie Set - White Top Lace + Mini Skirt + Fishnet Stockings,Complete,2023-02-16 19:11:07.000000 UTC,2023-02-18 06:05:07.000000 UTC,2023-02-18 06:27:07.000000 UTC,30606,F,France,Île-de-France,Eaubonne
103823,151104,13920,2023-02-19 16:23:46.000000 UTC,Processing,18.5,8.0290000066161156,Accessories,Women,Cowboy Shop,Cowboy Shop Silk Scarves,Processing,2023-02-18 18:34:21.000000 UTC,,,82918,F,France,Provence-Alpes-Côte d'Azur,Marseille
103823,151105,9096,2023-02-19 18:16:37.000000 UTC,Processing,12.989999771118164,5.0141398866815861,Socks & Hosiery,Women,Snoozies,Snoozies Womens Lounge Collection Footies,Processing,2023-02-18 18:34:21.000000 UTC,,,82918,F,France,Provence-Alpes-Côte d'Azur,Marseille
63840,92893,12367,2023-02-20 01:37:10.000000 UTC,Returned,39.950000762939446,21.73280040551424,Intimates,Women,Laura,3-Piece Matching Set Laura High Quality Lace Bra Thong & Bikini #SL000063 Made in Colombia,Returned,2023-02-20 03:45:34.000000 UTC,2023-02-22 13:17:34.000000 UTC,2023-02-27 12:10:34.000000 UTC,50821,F,France,Hauts-de-France,Lille
82313,119846,11808,2023-02-20 03:58:23.000000 UTC,Shipped,10.5,5.8064999934285879,Intimates,Women,Bella,Bella Ladies Cotton/Spandex Spaghetti Strap Camisole Top Tee T-Shirt - White,Shipped,2023-02-20 07:10:37.000000 UTC,2023-02-21 00:30:37.000000 UTC,,65439,F,France,Île-de-France,Chelles
63840,92891,8711,2023-02-21 03:10:28.000000 UTC,Returned,79.989997863769531,35.275589029315711,Outerwear & Coats,Women,Calvin Klein Performance,Calvin Klein Performance Women's Slick Puffer Vest,Returned,2023-02-20 03:45:34.000000 UTC,2023-02-22 13:17:34.000000 UTC,2023-02-27 12:10:34.000000 UTC,50821,F,France,Hauts-de-France,Lille
27408,39938,11327,2023-02-21 03:30:41.000000 UTC,Shipped,56.709999084472656,28.80867950364545,Intimates,Women,Yummie Tummie,Kendall Scoop Strappy Tank by Yummie Tummie #YT1-051,Shipped,2023-02-21 06:03:53.000000 UTC,2023-02-24 02:46:53.000000 UTC,,21836,F,France,Île-de-France,Ozoir-la-Ferrière
63840,92892,12235,2023-02-22 02:00:39.000000 UTC,Returned,29.989999771118164,15.924689859778333,Intimates,Women,Popsi Lingerie,Popsi Lingerie Mesh and Lace Bra With Matching Boyshorts,Returned,2023-02-20 03:45:34.000000 UTC,2023-02-22 13:17:34.000000 UTC,2023-02-27 12:10:34.000000 UTC,50821,F,France,Hauts-de-France,Lille
99308,144624,4439,2023-02-22 16:33:29.000000 UTC,Cancelled,104.0,58.031999826431282,Jeans,Women,Not Your Daughter's Jeans,Not Your Daughter's Jeans Women's Petite Boot Leg,Cancelled,2023-02-22 19:04:56.000000 UTC,,,79276,F,France,Île-de-France,Paris
63840,92890,5847,2023-02-24 01:31:33.000000 UTC,Returned,6.9899997711181641,4.2708898701524731,Leggings,Women,boxed-gifts,'Sexy Legs' Birch Tree Print Fashion Leggings,Returned,2023-02-20 03:45:34.000000 UTC,2023-02-22 13:17:34.000000 UTC,2023-02-27 12:10:34.000000 UTC,50821,F,France,Hauts-de-France,Lille
66682,97051,3593,2023-02-24 09:29:52.000000 UTC,Processing,98.0,46.157999899238341,Dresses,Women,Neon Buddha,Neon Buddha Women's Shanghai Dress,Processing,2023-02-24 12:03:31.000000 UTC,,,53048,F,France,Île-de-France,Paris
71562,104200,13907,2023-02-25 04:12:02.000000 UTC,Processing,81.949996948242173,34.910698621797565,Accessories,Women,AmeriBag,AmeriBag Classic Microfiber Healthy Back Bag Medium,Processing,2023-02-25 07:08:09.000000 UTC,,,56984,F,France,Auvergne-Rhône-Alpes,Valserhône
23828,34689,11931,2023-02-25 11:47:06.000000 UTC,Cancelled,34.0,19.243999924510721,Intimates,Women,Frederick's of Hollywood,Frederick's of Hollywood Mesh & Lace Chemise,Cancelled,2023-02-25 15:38:10.000000 UTC,,,18945,F,France,Auvergne-Rhône-Alpes,Saint-Didier-de-la-Tour
23828,34688,3448,2023-02-25 14:18:37.000000 UTC,Cancelled,46.9900016784668,19.453860732696359,Dresses,Women,Lindy Bop,Lindy Bop 'Rhonda' Vintage 1950's Plum Polka Dot Peter Pan Collar Rockabilly Swing / Tea Dress,Cancelled,2023-02-25 15:38:10.000000 UTC,,,18945,F,France,Auvergne-Rhône-Alpes,Saint-Didier-de-la-Tour
106492,154992,14438,2023-02-25 16:09:05.000000 UTC,Complete,49.950000762939446,22.977000395610929,Maternity,Women,Belly Bandit,Belly Bandit post pregnancy belly wrap original Black,Complete,2023-02-25 19:23:58.000000 UTC,2023-02-28 03:49:58.000000 UTC,2023-03-03 17:56:58.000000 UTC,84966,F,France,Bourgogne-Franche-Comté,Belfort
118370,172106,3767,2023-02-25 23:22:53.000000 UTC,Returned,55.979999542236328,23.567579812286496,Dresses,Women,Aqua,Aqua Scoop Neck Sweater Dress,Returned,2023-02-24 01:48:19.000000 UTC,2023-02-26 11:00:19.000000 UTC,2023-03-02 17:48:19.000000 UTC,94547,F,France,Hauts-de-France,Nogent-sur-Oise
118370,172107,3416,2023-02-26 01:54:46.000000 UTC,Returned,13.5600004196167,6.6579602112853529,Dresses,Women,Allegra K,Allegra K Ladies Sequin Doll Collar Puff Sleeve Dress Dark Blue M,Returned,2023-02-24 01:48:19.000000 UTC,2023-02-26 11:00:19.000000 UTC,2023-03-02 17:48:19.000000 UTC,94547,F,France,Hauts-de-France,Nogent-sur-Oise
